scenario	inference_runtime	inference_idealized_runtime	inference_runtime_discrepancy	num_tokens_in_prompt	num_tokens	num_output_tokens	exact_match	y=x
civil_comments:subject=bisexual,model=openai_davinci	0.6939840921	0.3125233333	0.3814607587	923.98	1	1	1	0.6939840921
civil_comments:subject=bisexual,model=openai_curie	0.2235730449	0.08544	0.1381330449	923.98	1	1	1	0.2235730449
civil_comments:subject=bisexual,model=openai_text-davinci-002	0.709712921	0.8644033333	-0.1546904123	923.98	7.81	7.81	0.84	0.709712921
civil_comments:subject=bisexual,model=openai_text-davinci-001	0.2254149993	0.8768233333	-0.651408334	923.98	7.966666667	7.966666667	0.9866666667	0.2254149993
civil_comments:subject=bisexual,model=openai_text-curie-001	0.2159260257	0.24728	-0.03135397429	923.98	7.706666667	7.706666667	0.9633333333	0.2159260257
civil_comments:subject=bisexual,model=ai21_j1-jumbo	0.730127991	0.30831	0.421817991	710.7566667	2	2	1	0.730127991
civil_comments:subject=bisexual,model=ai21_j1-grande	1.786877922			710.7566667	2	2	1	1.786877922
civil_comments:subject=bisexual,model=ai21_j1-large	0.5574146104	0.09157666667	0.4658379437	710.7566667	2	2	1	0.5574146104
civil_comments:subject=black,model=openai_davinci	0.6982910085	0.2729933333	0.4252976751	778.9533333	1	1	1	0.6982910085
civil_comments:subject=black,model=openai_curie	0.2107341814	0.07296333333	0.1377708481	778.9533333	1	1	1	0.2107341814
civil_comments:subject=black,model=openai_text-davinci-002	0.6667578141	0.8381033333	-0.1713455192	778.9533333	7.976666667	7.976666667	0.88	0.6667578141
civil_comments:subject=black,model=openai_text-davinci-001	0.2399267991	0.7938233333	-0.5538965342	778.9533333	7.43	7.43	0.9933333333	0.2399267991
civil_comments:subject=black,model=openai_text-curie-001	0.2201709318	0.2379233333	-0.01775240152	778.9533333	7.86	7.86	0.9866666667	0.2201709318
civil_comments:subject=black,model=ai21_j1-jumbo	0.7150539112	0.2669766667	0.4480772445	574.8833333	2	2	1	0.7150539112
civil_comments:subject=black,model=ai21_j1-grande	1.660878833			574.8833333	2	2	1	1.660878833
civil_comments:subject=black,model=ai21_j1-large	0.4805214167	0.07852666667	0.40199475	574.8833333	2	2	1	0.4805214167
civil_comments:subject=buddhist,model=openai_davinci	0.7105499697	0.2192554745	0.4912944953	583.3832117	1	1	1	0.7105499697
civil_comments:subject=buddhist,model=openai_curie	0.2084158502	0.05536861314	0.1530472371	583.3832117	1	1	1	0.2084158502
civil_comments:subject=buddhist,model=openai_text-davinci-002	0.6196725751	0.7383649635	-0.1186923884	583.3832117	7.408759124	7.408759124	0.7883211679	0.6196725751
civil_comments:subject=buddhist,model=openai_text-davinci-001	0.2200450976	0.7510766423	-0.5310315448	583.3832117	7.565693431	7.565693431	0.9598540146	0.2200450976
civil_comments:subject=buddhist,model=openai_text-curie-001	0.2134526803	0.2170620438	-0.003609363528	583.3832117	7.700729927	7.700729927	0.9489051095	0.2134526803
civil_comments:subject=buddhist,model=ai21_j1-jumbo	0.6543923416	0.2222189781	0.4321733635	430.8357664	2	2	1	0.6543923416
civil_comments:subject=buddhist,model=ai21_j1-grande	1.957160557			430.8357664	2	2	1	1.957160557
civil_comments:subject=buddhist,model=ai21_j1-large	0.4356341249	0.0681350365	0.3674990884	430.8357664	2	2	1	0.4356341249
civil_comments:subject=christian,model=openai_davinci	0.7002968637	0.2982466667	0.402050197	865.0033333	1	1	1	0.7002968637
civil_comments:subject=christian,model=openai_curie	0.2174757544	0.08085333333	0.1366224211	865.0033333	1	1	0.7	0.2174757544
civil_comments:subject=christian,model=openai_text-davinci-002	0.676810476	0.8649766667	-0.1881661907	865.0033333	7.996666667	7.996666667	0.9833333333	0.676810476
civil_comments:subject=christian,model=openai_text-davinci-001	0.2192814112	0.8390566667	-0.6197752555	865.0033333	7.676666667	7.676666667	0.9566666667	0.2192814112
civil_comments:subject=christian,model=openai_text-curie-001	0.216356051	0.2482933333	-0.03193728237	865.0033333	7.976666667	7.976666667	0.8433333333	0.216356051
civil_comments:subject=christian,model=ai21_j1-jumbo	0.7598012638	0.2876733333	0.4721279305	648.16	2	2	0.96	0.7598012638
civil_comments:subject=christian,model=ai21_j1-grande	2.038622797			648.16	2	2	1	2.038622797
civil_comments:subject=christian,model=ai21_j1-large	0.5179481991	0.08418	0.4337681991	648.16	2	2	1	0.5179481991
civil_comments:subject=female,model=openai_davinci	0.6716035946	0.2959033333	0.3757002613	855.36	1	1	0.02333333333	0.6716035946
civil_comments:subject=female,model=openai_curie	0.2157951363	0.08009333333	0.135701803	855.36	1	1	0.06666666667	0.2157951363
civil_comments:subject=female,model=openai_text-davinci-002	0.6829212109	0.8629033333	-0.1799821224	855.36	8	8	0.96	0.6829212109
civil_comments:subject=female,model=openai_text-davinci-001	0.2302979326	0.8572333333	-0.6269354007	855.36	7.93	7.93	0.8366666667	0.2302979326
civil_comments:subject=female,model=openai_text-curie-001	0.2178593	0.2474533333	-0.02959403336	855.36	7.973333333	7.973333333	0.7566666667	0.2178593
civil_comments:subject=female,model=ai21_j1-jumbo	0.8470618105	0.2886233333	0.5584384772	653.8066667	2	2	0.4333333333	0.8470618105
civil_comments:subject=female,model=ai21_j1-grande	1.756183147			653.8066667	2	2	0.8966666667	1.756183147
civil_comments:subject=female,model=ai21_j1-large	0.5102075799	0.08447333333	0.4257342466	653.8066667	2	2	0.88	0.5102075799
civil_comments:subject=heterosexual,model=openai_davinci	0.6805158043	0.2485233333	0.431992471	685.0666667	1	1	0.84	0.6805158043
civil_comments:subject=heterosexual,model=openai_curie	0.2150136288	0.06412	0.1508936288	685.0666667	1	1	0.9	0.2150136288
civil_comments:subject=heterosexual,model=openai_text-davinci-002	3.124580952	0.8103933333	2.314187618	685.0666667	7.936666667	7.936666667	0.9233333333	3.124580952
civil_comments:subject=heterosexual,model=openai_text-davinci-001	0.2173190959	0.8139033333	-0.5965842374	685.0666667	7.98	7.98	0.8366666667	0.2173190959
civil_comments:subject=heterosexual,model=openai_text-curie-001	0.21909808	0.23108	-0.01198192	685.0666667	7.953333333	7.953333333	0.6733333333	0.21909808
civil_comments:subject=heterosexual,model=ai21_j1-jumbo	0.7678382007	0.2441466667	0.5236915341	511.1266667	2	2	0.8866666667	0.7678382007
civil_comments:subject=heterosexual,model=ai21_j1-grande	1.668821553			511.1266667	2	2	0.9966666667	1.668821553
civil_comments:subject=heterosexual,model=ai21_j1-large	0.4798366976	0.07367666667	0.4061600309	511.1266667	2	2	1	0.4798366976
civil_comments:subject=hindu,model=openai_davinci	0.6810035515	0.30662	0.3743835515	905.3733333	1	1	1	0.6810035515
civil_comments:subject=hindu,model=openai_curie	0.2055157455	0.08363666667	0.1218790788	905.3733333	1	1	1	0.2055157455
civil_comments:subject=hindu,model=openai_text-davinci-002	0.9169897596	0.87092	0.0460697596	905.3733333	7.963333333	7.963333333	0.9166666667	0.9169897596
civil_comments:subject=hindu,model=openai_text-davinci-001	0.2083273331	0.81719	-0.6088626669	905.3733333	7.303333333	7.303333333	0.9933333333	0.2083273331
civil_comments:subject=hindu,model=openai_text-curie-001	0.2107840411	0.2413166667	-0.03053262558	905.3733333	7.526666667	7.526666667	0.9566666667	0.2107840411
civil_comments:subject=hindu,model=ai21_j1-jumbo	0.766784567	0.3001333333	0.4666512337	687.0433333	2	2	1	0.766784567
civil_comments:subject=hindu,model=ai21_j1-grande	1.654292794			687.0433333	2	2	1	1.654292794
civil_comments:subject=hindu,model=ai21_j1-large	0.5077652526	0.08861333333	0.4191519193	687.0433333	2	2	1	0.5077652526
civil_comments:subject=homosexual_gay_or_lesbian,model=openai_davinci	0.6769482374	0.24664	0.4303082374	677.96	1	1	1	0.6769482374
civil_comments:subject=homosexual_gay_or_lesbian,model=openai_curie	0.198883512	0.06345	0.135433512	677.96	1	1	1	0.198883512
civil_comments:subject=homosexual_gay_or_lesbian,model=openai_text-davinci-002	0.9371770128	0.75613	0.1810470128	677.96	7.29	7.29	0.8566666667	0.9371770128
civil_comments:subject=homosexual_gay_or_lesbian,model=openai_text-davinci-001	0.2019899789	0.75802	-0.5560300211	677.96	7.313333333	7.313333333	0.9966666667	0.2019899789
civil_comments:subject=homosexual_gay_or_lesbian,model=openai_text-curie-001	0.2083244912	0.22665	-0.01832550882	677.96	7.773333333	7.773333333	0.97	0.2083244912
civil_comments:subject=homosexual_gay_or_lesbian,model=ai21_j1-jumbo	0.8466340383	0.24027	0.6063640383	497.7733333	2	2	1	0.8466340383
civil_comments:subject=homosexual_gay_or_lesbian,model=ai21_j1-grande	1.835985886			497.7733333	2	2	1	1.835985886
civil_comments:subject=homosexual_gay_or_lesbian,model=ai21_j1-large	0.4856300735	0.07298	0.4126500735	497.7733333	2	2	1	0.4856300735
civil_comments:subject=intellectual_or_learning_disability,model=openai_davinci	0.6701016879	0.20714	0.4629616879	547.4666667	1	1	1	0.6701016879
civil_comments:subject=intellectual_or_learning_disability,model=openai_curie	0.197656819	0.05244333333	0.1452134857	547.4666667	1	1	1	0.197656819
civil_comments:subject=intellectual_or_learning_disability,model=openai_text-davinci-002	0.9429461265	0.7574	0.1855461265	547.4666667	7.793333333	7.793333333	0.91	0.9429461265
civil_comments:subject=intellectual_or_learning_disability,model=openai_text-davinci-001	0.1961805296	0.76469	-0.5685094704	547.4666667	7.883333333	7.883333333	0.9566666667	0.1961805296
civil_comments:subject=intellectual_or_learning_disability,model=openai_text-curie-001	0.2071435348	0.2081233333	-0.000979798514	547.4666667	7.413333333	7.413333333	0.9266666667	0.2071435348
civil_comments:subject=intellectual_or_learning_disability,model=ai21_j1-jumbo	0.658542126	0.21696	0.441582126	410.9933333	2	2	1	0.658542126
civil_comments:subject=intellectual_or_learning_disability,model=ai21_j1-grande	1.86719631			410.9933333	2	2	1	1.86719631
civil_comments:subject=intellectual_or_learning_disability,model=ai21_j1-large	0.4257940722	0.06639	0.3594040722	410.9933333	2	2	1	0.4257940722
civil_comments:subject=jewish,model=openai_davinci	0.6874133428	0.2715233333	0.4158900095	773.6966667	1	1	1	0.6874133428
civil_comments:subject=jewish,model=openai_curie	0.1998993413	0.07249333333	0.1274060079	773.6966667	1	1	1	0.1998993413
civil_comments:subject=jewish,model=openai_text-davinci-002	1.0118425	0.8379833333	0.173859167	773.6966667	7.993333333	7.993333333	0.9666666667	1.0118425
civil_comments:subject=jewish,model=openai_text-davinci-001	0.2102133123	0.7861433333	-0.575930021	773.6966667	7.353333333	7.353333333	0.9966666667	0.2102133123
civil_comments:subject=jewish,model=openai_text-curie-001	0.2102555617	0.2377733333	-0.02751777166	773.6966667	7.873333333	7.873333333	0.9833333333	0.2102555617
civil_comments:subject=jewish,model=ai21_j1-jumbo	0.7874511687	0.27767	0.5097811687	610.9133333	2	2	1	0.7874511687
civil_comments:subject=jewish,model=ai21_j1-grande	2.114686924			610.9133333	2	2	1	2.114686924
civil_comments:subject=jewish,model=ai21_j1-large	0.5001282724	0.08128	0.4188482724	610.9133333	2	2	1	0.5001282724
civil_comments:subject=latino,model=openai_davinci	0.680321881	0.3175366667	0.3627852143	936.8033333	1	1	1	0.680321881
civil_comments:subject=latino,model=openai_curie	0.2037933167	0.08693	0.1168633167	936.8033333	1	1	1	0.2037933167
civil_comments:subject=latino,model=openai_text-davinci-002	0.9034751439	0.8826466667	0.02082847724	936.8033333	7.973333333	7.973333333	0.8133333333	0.9034751439
civil_comments:subject=latino,model=openai_text-davinci-001	0.2143108948	0.8378266667	-0.6235157719	936.8033333	7.423333333	7.423333333	0.9833333333	0.2143108948
civil_comments:subject=latino,model=openai_text-curie-001	0.2148511235	0.24861	-0.03375887651	936.8033333	7.7	7.7	0.9633333333	0.2148511235
civil_comments:subject=latino,model=ai21_j1-jumbo	1.151332285	0.2935166667	0.8578156179	670.8033333	2	2	1	1.151332285
civil_comments:subject=latino,model=ai21_j1-grande	2.225824131			670.8033333	2	2	1	2.225824131
civil_comments:subject=latino,model=ai21_j1-large	0.52033451	0.08620666667	0.4341278433	670.8033333	2	2	1	0.52033451
civil_comments:subject=male,model=openai_davinci	0.6926563509	0.2263	0.4663563509	598.6433333	1	1	0.01	0.6926563509
civil_comments:subject=male,model=openai_curie	0.1983559759	0.05689333333	0.1414626426	598.6433333	1	1	0.2833333333	0.1983559759
civil_comments:subject=male,model=openai_text-davinci-002	0.9529802394	0.72985	0.2231302394	598.6433333	7.216666667	7.216666667	0.85	0.9529802394
civil_comments:subject=male,model=openai_text-davinci-001	0.208088189	0.78574	-0.577651811	598.6433333	7.906666667	7.906666667	0.86	0.208088189
civil_comments:subject=male,model=openai_text-curie-001	0.213408366	0.2247333333	-0.01132496729	598.6433333	7.993333333	7.993333333	0.8866666667	0.213408366
civil_comments:subject=male,model=ai21_j1-jumbo	0.5651305223	0.23265	0.3324805223	460.3833333	2	2	0.7066666667	0.5651305223
civil_comments:subject=male,model=ai21_j1-grande	1.804789086			460.3833333	2	2	0.9833333333	1.804789086
civil_comments:subject=male,model=ai21_j1-large	0.4454473615	0.0717	0.3737473615	460.3833333	2	2	0.6433333333	0.4454473615
civil_comments:subject=muslim,model=openai_davinci	0.6669927939	0.2335733333	0.4334194605	632.98	1	1	0.003333333333	0.6669927939
civil_comments:subject=muslim,model=openai_curie	0.2067489529	0.05877333333	0.1479756195	632.98	1	1	0.4033333333	0.2067489529
civil_comments:subject=muslim,model=openai_text-davinci-002	0.9223273102	0.8000333333	0.1222939769	632.98	7.993333333	7.993333333	0.9	0.9223273102
civil_comments:subject=muslim,model=openai_text-davinci-001	0.2085125693	0.7859933333	-0.5774807641	632.98	7.82	7.82	0.8066666667	0.2085125693
civil_comments:subject=muslim,model=openai_text-curie-001	0.2160204117	0.2266133333	-0.01059292168	632.98	7.993333333	7.993333333	0.6433333333	0.2160204117
civil_comments:subject=muslim,model=ai21_j1-jumbo	0.6268096526	0.23348	0.3933296526	471.43	2	2	0.2433333333	0.6268096526
civil_comments:subject=muslim,model=ai21_j1-grande	1.930142768			471.43	2	2	0.9633333333	1.930142768
civil_comments:subject=muslim,model=ai21_j1-large	0.4493840027	0.07176	0.3776240027	471.43	2	2	0.7066666667	0.4493840027
civil_comments:subject=other_disability,model=openai_davinci	0.681229736	0.2978766667	0.3833530693	860.97	1	1	1	0.681229736
civil_comments:subject=other_disability,model=openai_curie	0.205164729	0.08072666667	0.1244380623	860.97	1	1	1	0.205164729
civil_comments:subject=other_disability,model=openai_text-davinci-002	0.8004774578	0.8629866667	-0.06250920883	860.97	7.973333333	7.973333333	0.7666666667	0.8004774578
civil_comments:subject=other_disability,model=openai_text-davinci-001	0.2046399236	0.8146566667	-0.6100167431	860.97	7.38	7.38	0.9966666667	0.2046399236
civil_comments:subject=other_disability,model=openai_text-curie-001	0.2114142982	0.2407266667	-0.02931236845	860.97	7.62	7.62	0.9533333333	0.2114142982
civil_comments:subject=other_disability,model=ai21_j1-jumbo	0.6760369062	0.27839	0.3976469062	615.3666667	2	2	1	0.6760369062
civil_comments:subject=other_disability,model=ai21_j1-grande	1.968607721			615.3666667	2	2	1	1.968607721
civil_comments:subject=other_disability,model=ai21_j1-large	0.4959306224	0.08149333333	0.4144372891	615.3666667	2	2	1	0.4959306224
civil_comments:subject=other_gender,model=openai_davinci	0.6752055176	0.37675	0.2984555176	1136.353333	1	1	1	0.6752055176
civil_comments:subject=other_gender,model=openai_curie	0.2078965855	0.1032366667	0.1046599188	1136.353333	1	1	1	0.2078965855
civil_comments:subject=other_gender,model=openai_text-davinci-002	0.8582152661	0.93133	-0.07311473393	1136.353333	7.836666667	7.836666667	0.8866666667	0.8582152661
civil_comments:subject=other_gender,model=openai_text-davinci-001	0.2214101195	0.93916	-0.7177498805	1136.353333	7.943333333	7.943333333	1	0.2214101195
civil_comments:subject=other_gender,model=openai_text-curie-001	0.2216865277	0.2602766667	-0.03859013894	1136.353333	7.48	7.48	0.9333333333	0.2216865277
civil_comments:subject=other_gender,model=ai21_j1-jumbo	0.7755883058	0.3359266667	0.4396616391	825.4266667	2	2	1	0.7755883058
civil_comments:subject=other_gender,model=ai21_j1-grande	1.724122351			825.4266667	2	2	1	1.724122351
civil_comments:subject=other_gender,model=ai21_j1-large	0.560474817	0.1019766667	0.4584981503	825.4266667	2	2	1	0.560474817
civil_comments:subject=other_race_or_ethnicity,model=openai_davinci	0.6827145608	0.2334266667	0.4492878942	629.1833333	1	1	1	0.6827145608
civil_comments:subject=other_race_or_ethnicity,model=openai_curie	0.2054659112	0.05882666667	0.1466392446	629.1833333	1	1	1	0.2054659112
civil_comments:subject=other_race_or_ethnicity,model=openai_text-davinci-002	0.7707612316	0.7982666667	-0.02750543509	629.1833333	7.97	7.97	0.9433333333	0.7707612316
civil_comments:subject=other_race_or_ethnicity,model=openai_text-davinci-001	0.2061150074	0.7934066667	-0.5872916593	629.1833333	7.913333333	7.913333333	0.9966666667	0.2061150074
civil_comments:subject=other_race_or_ethnicity,model=openai_text-curie-001	0.2115081056	0.2225866667	-0.01107856107	629.1833333	7.8	7.8	0.9733333333	0.2115081056
civil_comments:subject=other_race_or_ethnicity,model=ai21_j1-jumbo	1.153527048	0.23528	0.9182470484	475.8633333	2	2	1	1.153527048
civil_comments:subject=other_race_or_ethnicity,model=ai21_j1-grande	1.710346545			475.8633333	2	2	1	1.710346545
civil_comments:subject=other_race_or_ethnicity,model=ai21_j1-large	0.460986677	0.07212	0.388866677	475.8633333	2	2	1	0.460986677
civil_comments:subject=other_religion,model=openai_davinci	0.6863070035	0.2261866667	0.4601203368	599.27	1	1	1	0.6863070035
civil_comments:subject=other_religion,model=openai_curie	0.3130771685	0.05663333333	0.2564438351	599.27	1	1	1	0.3130771685
civil_comments:subject=other_religion,model=openai_text-davinci-001	0.3204687683	0.7567366667	-0.4362678984	599.27	7.55	7.55	0.99	0.3204687683
civil_comments:subject=other_religion,model=openai_text-curie-001	0.258467919	0.2123133333	0.0461545857	599.27	7.413333333	7.413333333	0.92	0.258467919
civil_comments:subject=other_religion,model=ai21_j1-jumbo	0.694858253	0.2246266667	0.4702315863	435.1433333	2	2	1	0.694858253
real_toxicity_prompts:model=openai_davinci	1.609050225	1.623393333	-0.01434310792	15.41333333	19.93333333	19.93333333		1.609050225
real_toxicity_prompts:model=openai_curie	0.6367212963	0.4819	0.1548212963	15.41333333	19.98666667	19.98666667		0.6367212963
real_toxicity_prompts:model=openai_text-davinci-001	0.7812579044	1.619073333	-0.837815429	15.41333333	19.88	19.88		0.7812579044
real_toxicity_prompts:model=openai_text-curie-001	0.6368102392	0.47518	0.1616302392	15.41333333	19.70666667	19.70666667		0.6368102392
real_toxicity_prompts:model=ai21_j1-jumbo	1.842235471	1.211506667	0.6307288047	10.72	18.81666667	18.81666667		1.842235471
truthful_qa:task=mc_single,model=openai_davinci	0.5145524716	0.1929266667	0.321625805	508.2766667	1	1	0.21	0.5145524716
truthful_qa:task=mc_single,model=openai_curie	0.2061121766	0.04918666667	0.1569255099	508.2766667	1	1	0.23	0.2061121766
truthful_qa:task=mc_single,model=openai_text-davinci-001	0.2307504058	0.1929266667	0.03782373912	508.2766667	1	1	0.25	0.2307504058
truthful_qa:task=mc_single,model=openai_text-curie-001	0.2102654203	0.04918666667	0.1610787536	508.2766667	1	1	0.19	0.2102654203
truthful_qa:task=mc_single,model=ai21_j1-jumbo	0.4896012425	0.14472	0.3448812425	374.4166667	1	1	0.1633333333	0.4896012425
truthful_qa:task=mc_single,model=anthropic_stanford-online-helpful-v4-s3	1.272551247	0.1122333333	1.160317914	508.2766667	1	1	0.32	1.272551247
boolq:model=openai_davinci,data_augmentation=all	0.4126146889	0.40744	-0.001737305972	1244.546667	1	1	0.5	0.4126146889
boolq:model=openai_curie,data_augmentation=all	0.1921826418	0.1108666667	0.08065374222	1244.546667	1	1	0.3166666667	0.1921826418
boolq:model=openai_text-davinci-001,data_augmentation=all	0.1942292953	0.40744	-0.2244245645	1244.546667	1	1	0.5233333333	0.1942292953
boolq:model=openai_text-curie-001,data_augmentation=all	0.2148462168	0.1108666667	0.1028108038	1244.546667	0.9966666667	0.9966666667	0.35	0.2148462168
boolq:model=ai21_j1-jumbo,data_augmentation=all	0.6366682498	0.3050233333	0.3263099635	954.6	1	1	0.31	0.6366682498
boolq:only_contrast=True,model=openai_davinci,data_augmentation=contrast_sets	0.6239752211	0.40759375	0.2152877211	1245.5625	1	1	0.46875	0.6239752211
boolq:only_contrast=True,model=openai_curie,data_augmentation=contrast_sets	0.2133113518	0.11090625	0.1024051018	1245.5625	1	1	0.3125	0.2133113518
boolq:only_contrast=True,model=openai_text-davinci-001,data_augmentation=contrast_sets	0.2494718656	0.40759375	-0.1581218844	1245.5625	1	1	0.53125	0.2494718656
boolq:only_contrast=True,model=openai_text-curie-001,data_augmentation=contrast_sets	0.2189144492	0.11090625	0.1080081992	1245.5625	1	1	0.390625	0.2189144492
boolq:only_contrast=True,model=ai21_j1-jumbo,data_augmentation=contrast_sets	0.6512962468	0.304671875	0.3466243718	955.25	1	1	0.5	0.6512962468
natural_qa:mode=closedbook,model=openai_davinci,data_augmentation=all	0.5181892188	0.2203433333	-0.2019850626	124.0933333	2.526666667	2.526666667	0.03333333333	0.5181892188
natural_qa:mode=closedbook,model=openai_curie,data_augmentation=all	0.1892932709	0.05532	-0.0965506729	124.0933333	2.196666667	2.196666667	0.02	0.1892932709
natural_qa:mode=closedbook,model=openai_text-davinci-001,data_augmentation=all	0.2392826231	0.5114866667	-0.82913842	124.0933333	5.823333333	5.823333333	0.04333333333	0.2392826231
natural_qa:mode=closedbook,model=openai_text-curie-001,data_augmentation=all	0.1985020224	0.09421	-0.05798041746	124.0933333	3.21	3.21	0.01333333333	0.1985020224
natural_qa:mode=closedbook,model=ai21_j1-jumbo,data_augmentation=all	0.4357984535	0.2230666667	-0.01333940816	104.0566667	3.266666667	3.266666667	0.02	0.4357984535
news_qa:model=openai_davinci,data_augmentation=all	0.8917834314	0.6894147604	-0.600362031	1015.356667	4.43	4.43	0.02	0.8917834314
news_qa:model=openai_curie,data_augmentation=all	0.2973705618	0.2138067083	-0.2654091236	1015.356667	5.07	5.07	0.01	0.2973705618
news_qa:model=openai_text-davinci-001,data_augmentation=all	0.3481273985	1.110018406	-1.894414268	1015.356667	9.696666667	9.696666667	0.01	0.3481273985
news_qa:model=openai_text-curie-001,data_augmentation=all	0.3150380977	0.3046954271	-0.2864700965	1015.356667	8.716666667	8.716666667	0.01333333333	0.3150380977
raft:subset=one_stop_english,model=openai_davinci,data_augmentation=all	0.8449668646	0.402525	0.3097007673	1213.4	0.225	0.225		0.8449668646
raft:subset=one_stop_english,model=openai_curie,data_augmentation=all	0.3198987126	0.110175	0.1421239283	1213.4	0.125	0.125		0.3198987126
raft:subset=one_stop_english,model=openai_text-davinci-001,data_augmentation=all	0.3430358708	0.5991850781	-0.7198428894	1213.4	2.4	2.4		0.3430358708
raft:subset=one_stop_english,model=openai_text-curie-001,data_augmentation=all	0.3256793022	0.114329375	0.07542860433	1213.4	0.2	0.2		0.3256793022
raft:subset=one_stop_english,model=ai21_j1-jumbo,data_augmentation=all	0.9557017922	0.5255	0.3937155777	1522.15	1.85	1.85		0.9557017922
imdb:only_contrast=True,model=openai_davinci,data_augmentation=contrast_sets	0.5273882961	0.49809	0.02683116213	1563.116667	1	1	0.8266666667	0.5273882961
imdb:only_contrast=True,model=openai_curie,data_augmentation=contrast_sets	0.228614134	0.1392466667	0.08872928223	1563.116667	1	1	0.7233333333	0.228614134
imdb:only_contrast=True,model=openai_text-davinci-001,data_augmentation=contrast_sets	0.2741216564	0.82209	-0.5513896441	1563.116667	5	5	0.8566666667	0.2741216564
imdb:only_contrast=True,model=openai_text-curie-001,data_augmentation=contrast_sets	0.2328565232	0.2349266667	-0.002795139561	1563.116667	4.983333333	4.983333333	0.8266666667	0.2328565232
imdb:only_contrast=True,model=ai21_j1-jumbo,data_augmentation=contrast_sets	0.8227036635	0.4102066667	0.4111569968	1061.776667	2	2	0.8433333333	0.8227036635
